refID1,compared_tokens1,refID2,compared_tokens2,similarity,mu,truth
A904877,"RODNEY, BRACKLE, ROCDKWOOD",B992093,"RODNEY, BRACKLE, FLINTMORE, 95148R",0.8518518518518517,0.73,1
A904877,"RODNEY, BRACKLE, ROCDKWOOD",B993587,"RODNEY, BRACKLE, WRIGHT, BLOSSOM",0.8518518518518517,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",A929267,"EUSTACIA, BISHOP, HEMPSTEAD, HOPE, ARK, HOPE",0.7,0.73,0
A904913,"WHITE, HEMPSTEAD, HOPE",A930639,"WHITE, HEMPSTEAD, HOPE",0.9999999999999999,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",A977354,"JOEY, WHITE, HEMPSTEAD, HOPE",0.9999999999999999,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",B907721,"WHITE, HEMPSTEAD, HOPE, ARK, Y71801",0.9999999999999999,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",B912729,"EUSTACIA, BISHOP, HEMPSTEAD, HOPE",0.5625,0.73,0
A904913,"WHITE, HEMPSTEAD, HOPE",B917277,"WHITE, HEMPSTEAD, HOPE",0.9999999999999999,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",B954771,"JOEY, WHITE, HEMPSTEAD, HOPE",0.9999999999999999,0.73,1
A904913,"WHITE, HEMPSTEAD, HOPE",B996923,"BARBARA, WHITE, HEMPSTEAD, HOPE",0.9999999999999999,0.73,0
A905010,"HOPE, COOLING, ERS, MISSOURI",A905320,"HOPE, COOLING, CEDAR, HASLET",0.7525,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",A920464,"HOPE, COOLING, CEDAR, HASLET",0.7525,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",A936202,"HOPE, COOLING, EROS, MISSOURI",0.95,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",A943916,"HOPE, COOLING, CIRCLE, SALINAS",0.7333333333333333,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",B955785,"HOPE, COOLING, CIRCLE, SALINAS",0.7333333333333333,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",B976712,"HOPE, COOLING, LOT, BEFLTON",0.7410714285714285,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",B992520,"HOPE, COOLING, CEDAR, POSTE, HASLET",0.7525,0.73,1
A905010,"HOPE, COOLING, ERS, MISSOURI",B996107,"HOPE, COOLING, CEDAR, HASLET",0.7525,0.73,1
A905041,"CARLDREK, CHAVEZ, INDIANWOOD, INDIANTOWN, INDIANTOWN",A905041,"CARLDREK, CHAVEZ, INDIANWOOD, INDIANTOWN, INDIANTOWN",1.0,0.73,1
A905041,"CARLDREK, CHAVEZ, INDIANWOOD, INDIANTOWN, INDIANTOWN",B997013,"CARLDREK, CHAVEZ, INDIANTOWN",0.9999999999999999,0.73,1
A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",1.0,0.73,1
A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",A917631,"LEBEKA, WILLIAMS, HATTERAS, HOLLYWOOD, IPO, HOLLYWOOD",0.25,0.73,0
A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",A943900,"MATTHEW, FORD, CCLEON, HOLLYWOOD, HOLLYWOOD",0.33174603174603173,0.73,0
A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",A989619,"CHRISTINE, BROWN, VAN, BUREN, 210LTA, HOLLYWOOD, HOLLYWOOD",0.31851851851851853,0.73,0
A905153,"CRUZ, 56TH, APT604, HOLLYWOOD, HOLLYWOOD",B900601,"CRUZ, HOLLYWOOD",1.0,0.73,1
A905307,"ANASTACIO, WALSH, ILSHIRE, BOULV, ANGELE",A936782,"ANASTACIO, WALSH, WINDCHIME, MIRA, LOMA",0.7155555555555555,0.73,1
A905307,"ANASTACIO, WALSH, ILSHIRE, BOULV, ANGELE",A965888,"ANASTACIO, WALSH, WVERLY, UNIT, 2Z012",0.6333333333333333,0.73,1
A905307,"ANASTACIO, WALSH, ILSHIRE, BOULV, ANGELE",A984273,"ANASTACIO, WALSH, HOFFMAN, LONG, LONG",0.6377777777777777,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",A920464,"HOPE, COOLING, CEDAR, HASLET",0.9999999999999999,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",A936202,"HOPE, COOLING, EROS, MISSOURI",0.7525,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",A943916,"HOPE, COOLING, CIRCLE, SALINAS",0.7476190476190476,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",B955785,"HOPE, COOLING, CIRCLE, SALINAS",0.7476190476190476,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",B976712,"HOPE, COOLING, LOT, BEFLTON",0.7619047619047619,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",B992520,"HOPE, COOLING, CEDAR, POSTE, HASLET",0.9999999999999999,0.73,1
A905320,"HOPE, COOLING, CEDAR, HASLET",B996107,"HOPE, COOLING, CEDAR, HASLET",0.9999999999999999,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",A963360,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",0.9999999999999999,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",A965968,"SHADI, MARTINEZRUIZ, DONNA, SANFORD, BOX924, SANFORD",0.7793650793650794,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",A971478,"SHADI, MARTINEZRUIZ, AMERS, MYERS, MYERS",0.7968253968253968,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",A995926,"MARTINEZRUIZ, VANESSA, AVENIDA, ENGLEWOOD",0.6571428571428571,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",B932999,"SHADI, MARTINEZRUIZ, DONNA, SANFORD",0.7793650793650794,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",B943042,"SHADI, MARTINEZRUIZ, VANESSA, AVENIDA, ENGLEWOOD",0.9999999999999999,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",B982653,"MARTINEZRUIZ, VANESSA, ENGLEWOOD",0.9999999999999999,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",B983155,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",0.9999999999999999,0.73,1
A905465,"SHADI, MARTINEZRUIZ, VANESSA, ENGLEWOOD",B994206,"SHADI, MARTINEZRUIZ, SARASOTA",0.8958333333333333,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A906293,"NILESH, MCKELVEY, VIA, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A911271,"NILESH, MCKELVEY, PORTSMOUTH, OAKLEY, 9456W1, 1P112, OAKLEY",0.7821428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A927544,"NILESH, MCKELVEY, VIA, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A940171,"NILESH, MCKELVEY, VIA, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A946059,"NILESH, MCKELVEY, FLORES, MATEO, MATEO, CALIORNIA",0.7682539682539682,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",A949767,"MCKELVEY, DANIELS, WOODLAND",0.9999999999999999,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",B905645,"NILESH, MCKELVEY, VIA, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",B943219,"NILESH, MCKELVEY, 1P112, OAKLEY",0.7571428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",B953532,"NILESH, MCKELVEY, IADUCT, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905488,"NILESH, MCKELVEY, DANIELS, WOODLAND",B974222,"NILESH, MCKELVEY, VIA, AMANTE, MENIFEE",0.7696428571428571,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",A912900,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",1.0,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",A917828,"TERESA, VALENTINE, CLUB, VIEW, CORINTH",0.6666666666666666,0.73,0
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",A962793,"TERESA, CLUB, VIEW, CORINTH",0.6444444444444445,0.73,0
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",A980501,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",1.0,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",A985637,"TYRZA, CLUB, VIEW, CRCLE, CORINTH, 76Z210",0.4666666666666667,0.73,0
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B899193,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",1.0,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B901719,"TERESA, CLUB, VIEW, CORINTH, TAX",0.4962962962962963,0.73,0
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B910817,"TYRZA, CLUB, VIEW, CORINTH",0.6,0.73,0
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B912472,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",1.0,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B953726,"DUANE, VALENTINE, ECOLVILLE, BAKERSFIELD",0.7848484848484848,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B972318,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",1.0,0.73,1
A905547,"DUANE, VALENTINE, CLUB, VIEW, CORINTH",B993489,"TERESA, VALENTINE, CLUB, VIEW, CRCLE, CORINTH",0.7333333333333333,0.73,0
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",A915843,"CHRISTINA, ROJAS, CONLON, COVINA",0.9999999999999999,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",A930198,"CHRISTINA, ROJAS, PINE, FOREST, 20L, MAUMELLE",0.7666666666666666,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",A937189,"CHRISTINA, ROJAS, RIDGE, BRYANT",0.7166666666666666,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",A989752,"CHRISTINA, ROJAS, FOX, RIDGE, BRYANT, ARK",0.75,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",B912869,"CHRISTINA, ROJAS, FOX, RIDGE, BRYANT",0.75,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",B958470,"CHRISTINA, ROJAS, CONLON, COVINA",0.9999999999999999,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",B959261,"CHRISTINA, ROJAS, PINE, OREST, APT20, MAUMELLE, ARK",0.7666666666666666,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",B985407,"CHRISTINA, ROJAS, CONLON, COVINA",0.9999999999999999,0.73,1
A905562,"CHRISTINA, ROJAS, CONLON, COVINA",B998420,"CHRISTINA, ROJAS, FOX, RIDGE, BRYANT, U72022",0.75,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",1.0,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A912561,"ROBINSON, SANFORD, BAKERSFIELD, BAKERSFIELD",0.4357142857142857,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A915357,"GLEN, JANISCH, ZWIEFEL, CALLAHAN",0.7852272727272727,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A924289,"MERIDA, MCGEE, SADDLE, BAKERSFIELD, CALIORNIA, BAKERSFIELD",0.34550264550264553,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A927430,"GLEN, JANISCH, PRADA",0.8666666666666666,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A930856,"GLEN, JANISCH, AVOCADO, BAREFOOT, BAY",0.6945454545454546,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A938279,"JULIO, ANTHONY, WEAVER, AVNUE, BAKERSFIELD, CALL, BAKERSFIELD",0.3717460317460317,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A949261,"MORGAN, WILSON, ROSE, RIVER, FALLS, BAKERSFIELD, BAKERSFIELD",0.3873015873015873,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A953583,"LANDOW, STABLE, BAKERSFIELD, BAKERSFIELD",0.5142857142857143,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A970439,"GLEN, JANISCH, AVOCADO, BAREFOOT, BAY",0.6945454545454546,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A975706,"HERNANDEZ, WEAVER, AVENU, BAKERSFIELD, BAKERSFIELD",0.3962962962962963,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A980864,"LIBERTAD, TORRES, SWAPS, BAKERSFIELD, CAA, BAKERSFIELD",0.4936507936507937,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",A996736,"NEWTON, MULLINSIVIE, MOLISE, BAKERSFIELD, CAIF, BAKERSFIELD",0.3767965367965368,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",B908750,"LIBERTAD, TORRES, SWAPS, BAKERSFIELD",0.4590909090909091,0.73,0
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",B945235,"GLEN, JANISCH, APARTADO, BAKERSFIELD",0.8363636363636363,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",B952321,"GLEN, JANISCH, AVOCDO, BAREFOOT, BAY",0.6945454545454546,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",B957074,"GLEN, JANISCH, AVOCADO, BAREFOOT, BAY",0.6945454545454546,0.73,1
A905577,"GLEN, JANISCH, SWAPS, BAKERSFIELD, BAKERSFIELD",B983903,"GLEN, JANISCH, PRADA, APARTMENT1",0.7581818181818182,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A911959,"WENDY, WALTON, TOWER, RANCHO, CORDOVA",0.3566666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A911968,"ANDREW, ROBINSON, ANATOLIA, RANCHO, CORDOVA",0.3416666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A923538,"WYNN, PINETREE, RANCHO, CORDOVA",0.9999999999999999,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A936138,"WENDY, GUTIERREZ, TOWER, RANCHO, CORDOVA",0.420952380952381,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A952335,"WENDY, WALTON, TOWER, RANCHO, CORDOVA",0.3566666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A970890,"MICHAEL, WYNN, DEL, TORO, LADY, LADY",0.6757936507936508,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A975312,"FAIR, RIOJO, RANCHO, CORDOVA",0.3946428571428572,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",A977664,"ANDREW, ROBINSON, ANATOLIA, RANCHO, CORDOVA",0.3416666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B898203,"WENDY, WALTON, TOWER, RANCHO, CORDOVA",0.3566666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B909776,"WENDY, GUTIERREZ, MILLS, TROWER, RANCHO, CORDOVA",0.46857142857142864,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B913732,"ANDREW, ROBINSON, ANATOLIA, RANCHO, CORDOVA",0.3416666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B930328,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",1.0,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B945541,"MICHAEL, WYNN, TEMPLE, BELLEAIR, BLUFFS",0.65,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B949262,"MICHAEL, WYNN, TORO, LADY",0.8023809523809524,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B953662,"ANDREW, ROBINSON, ANATOLIA, RANCHO, CORDOVA",0.3416666666666667,0.73,0
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B965528,"WYNN, PINETREE, RANCHOCORDOVA",0.923076923076923,0.73,1
A905600,"MICHAEL, WYNN, PINETREE, RANCHO, CORDOVA",B980833,"WENDY, WALTON, TOWER, RANCHO, CORDOVA",0.3566666666666667,0.73,0
A905663,"ALICHA, SNEED, WREN, GILROY",A934905,"ALICHA, SNEED, PALMETTO, MULBERRY, MULBERRY",0.7625,0.73,1
A905663,"ALICHA, SNEED, WREN, GILROY",A964324,"ALICHA, SNEED, NANCY, RIPON",0.7333333333333333,0.73,1
A905663,"ALICHA, SNEED, WREN, GILROY",B914169,"ALICHA, SNEED, WREN, GILROY, ALI",0.9999999999999999,0.73,1
A905663,"ALICHA, SNEED, WREN, GILROY",B920392,"RODNEY, CORELLA, WREN, AVNUE, GILROY, CAN",0.4266666666666667,0.73,0
A905663,"ALICHA, SNEED, WREN, GILROY",B991464,"ALICHA, SNEED, MULBERRY",0.8958333333333333,0.73,1
A905693,"MELONY, GREGORY, ROCKY, WOODS, KINGWOOD",A949415,"GREGORY, ROCKY, WOODS, KINGWOOD",0.9999999999999999,0.73,1
A905693,"MELONY, GREGORY, ROCKY, WOODS, KINGWOOD",A951752,"MELONY, GREGORY, 71ST, TAMARAC",0.7,0.73,1
A905693,"MELONY, GREGORY, ROCKY, WOODS, KINGWOOD",A994311,"MELONY, GREGORY, THORNHILL, RICHLAND, RICHLAND",0.6814814814814816,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",A919073,"CHRISTINE, BROWN",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",A925503,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",A983176,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",A989619,"CHRISTINE, BROWN, VAN, BUREN, 210LTA, HOLLYWOOD, HOLLYWOOD",0.7318518518518519,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B899485,"CHRISTINE, BROWN",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B921406,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEKCA",0.980952380952381,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B950012,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B974597,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",1.0,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B990212,"CHRISTINE, BROWN, HOLLYWOOD",0.9074074074074073,0.73,1
A905748,"CHRISTINE, BROWN, POLLARD, LYTLE, CREEK",B991888,"CHRISTINE, BROWN",1.0,0.73,1
A905796,"MARISELA, JOHNSON, KENDAL, GREEN, CIRC, COLLEGE, STATION",A928760,"MARISELA, JOHNSON, CEDAR, BOULEVARD, RICHLAND, S76118",0.6853741496598639,0.73,1
A905796,"MARISELA, JOHNSON, KENDAL, GREEN, CIRC, COLLEGE, STATION",A937582,"MARISELA, JOHNSON, SALLE, LAGUNA",0.8023809523809524,0.73,1
A905796,"MARISELA, JOHNSON, KENDAL, GREEN, CIRC, COLLEGE, STATION",A942713,"MARISELA, JOHNSON, TORRIDON",0.8958333333333333,0.73,1
