refID1,refID2,step,token1,token2,sim,weight,weighted_sim,row_index,col_index
A905041,A905041,4,INDIANTOWN,INDIANTOWN,1.0,0.06666666666666667,0.06666666666666667,4,4
A905041,B997013,0,CARLDREK,CARLDREK,1.0,0.5,0.5,0,0
A905041,B997013,1,CHAVEZ,CHAVEZ,1.0,0.3333333333333333,0.3333333333333333,1,1
A905041,B997013,2,INDIANTOWN,INDIANTOWN,1.0,0.16666666666666666,0.16666666666666666,2,3
A905153,A905153,0,CRUZ,CRUZ,1.0,0.3333333333333333,0.3333333333333333,0,0
A905153,A905153,1,56TH,56TH,1.0,0.26666666666666666,0.26666666666666666,1,1
A905153,A905153,2,APT604,APT604,1.0,0.2,0.2,2,2
A905153,A905153,3,HOLLYWOOD,HOLLYWOOD,1.0,0.13333333333333333,0.13333333333333333,3,3
A905153,A905153,4,HOLLYWOOD,HOLLYWOOD,1.0,0.06666666666666667,0.06666666666666667,4,4
A905153,B900601,0,CRUZ,CRUZ,1.0,0.6666666666666666,0.6666666666666666,0,0
A905153,B900601,1,HOLLYWOOD,HOLLYWOOD,1.0,0.3333333333333333,0.3333333333333333,1,3
A905320,A920464,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,A920464,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,A920464,2,CEDAR,CEDAR,1.0,0.2,0.2,2,2
A905320,A920464,3,HASLET,HASLET,1.0,0.1,0.1,3,3
A905320,A936202,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,A936202,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,A936202,2,CEDAR,EROS,0.19999999999999996,0.2,0.039999999999999994,2,2
A905320,A936202,3,HASLET,MISSOURI,0.125,0.1,0.0125,3,3
A905320,A943916,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,A943916,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,A943916,2,CEDAR,CIRCLE,0.16666666666666663,0.2,0.033333333333333326,2,2
A905320,A943916,3,HASLET,SALINAS,0.1428571428571429,0.1,0.01428571428571429,3,3
A905320,B955785,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,B955785,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,B955785,2,CEDAR,CIRCLE,0.16666666666666663,0.2,0.033333333333333326,2,2
A905320,B955785,3,HASLET,SALINAS,0.1428571428571429,0.1,0.01428571428571429,3,3
A905320,B976712,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,B976712,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,B976712,2,HASLET,LOT,0.33333333333333337,0.1,0.03333333333333334,3,2
A905320,B976712,3,CEDAR,BEFLTON,0.1428571428571429,0.2,0.02857142857142858,2,3
A905320,B992520,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,B992520,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,B992520,2,CEDAR,CEDAR,1.0,0.2,0.2,2,2
A905320,B992520,3,HASLET,HASLET,1.0,0.1,0.1,3,4
A905320,B996107,0,HOPE,HOPE,1.0,0.4,0.4,0,0
A905320,B996107,1,COOLING,COOLING,1.0,0.3,0.3,1,1
A905320,B996107,2,CEDAR,CEDAR,1.0,0.2,0.2,2,2
A905320,B996107,3,HASLET,HASLET,1.0,0.1,0.1,3,3
A905465,A963360,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,A963360,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,A963360,2,VANESSA,VANESSA,1.0,0.2,0.2,2,2
A905465,A963360,3,ENGLEWOOD,ENGLEWOOD,1.0,0.1,0.1,3,3
A905465,A965968,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,A965968,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,A965968,2,VANESSA,DONNA,0.2857142857142857,0.2,0.05714285714285714,2,2
A905465,A965968,3,ENGLEWOOD,SANFORD,0.2222222222222222,0.1,0.022222222222222223,3,3
A905465,A971478,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,A971478,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,A971478,2,VANESSA,AMERS,0.4285714285714286,0.2,0.08571428571428573,2,2
A905465,A971478,3,ENGLEWOOD,MYERS,0.11111111111111116,0.1,0.011111111111111117,3,3
A905465,B932999,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,B932999,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,B932999,2,VANESSA,DONNA,0.2857142857142857,0.2,0.05714285714285714,2,2
A905465,B932999,3,ENGLEWOOD,SANFORD,0.2222222222222222,0.1,0.022222222222222223,3,3
A905465,B943042,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,B943042,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,B943042,2,VANESSA,VANESSA,1.0,0.2,0.2,2,2
A905465,B943042,3,ENGLEWOOD,ENGLEWOOD,1.0,0.1,0.1,3,4
A905465,B982653,0,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.5,0.5,0,1
A905465,B982653,1,VANESSA,VANESSA,1.0,0.3333333333333333,0.3333333333333333,1,2
A905465,B982653,2,ENGLEWOOD,ENGLEWOOD,1.0,0.16666666666666666,0.16666666666666666,2,3
A905465,B983155,0,SHADI,SHADI,1.0,0.4,0.4,0,0
A905465,B983155,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3,0.3,1,1
A905465,B983155,2,VANESSA,VANESSA,1.0,0.2,0.2,2,2
A905465,B983155,3,ENGLEWOOD,ENGLEWOOD,1.0,0.1,0.1,3,3
A905465,B994206,0,SHADI,SHADI,1.0,0.5,0.5,0,0
A905465,B994206,1,MARTINEZRUIZ,MARTINEZRUIZ,1.0,0.3333333333333333,0.3333333333333333,1,1
A905465,B994206,2,SARASOTA,VANESSA,0.375,0.16666666666666666,0.0625,2,2
A905488,A906293,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,A906293,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,A906293,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,A906293,3,WOODLAND,VIA,0.125,0.1,0.0125,3,2
A905488,A911271,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,A911271,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,A911271,2,DANIELS,OAKLEY,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,A911271,3,WOODLAND,OAKLEY,0.25,0.1,0.025,3,6
A905488,A927544,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,A927544,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,A927544,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,A927544,3,WOODLAND,VIA,0.125,0.1,0.0125,3,2
A905488,A940171,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,A940171,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,A940171,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,A940171,3,WOODLAND,VIA,0.125,0.1,0.0125,3,2
A905488,A946059,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,A946059,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,A946059,2,DANIELS,FLORES,0.2857142857142857,0.2,0.05714285714285714,2,2
A905488,A946059,3,WOODLAND,CALIORNIA,0.11111111111111116,0.1,0.011111111111111117,3,5
A905488,A949767,0,MCKELVEY,MCKELVEY,1.0,0.5,0.5,0,1
A905488,A949767,1,DANIELS,DANIELS,1.0,0.3333333333333333,0.3333333333333333,1,2
A905488,A949767,2,WOODLAND,WOODLAND,1.0,0.16666666666666666,0.16666666666666666,2,3
A905488,B905645,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,B905645,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,B905645,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,B905645,3,WOODLAND,VIA,0.125,0.1,0.0125,3,2
A905488,B943219,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,B943219,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,B943219,2,DANIELS,OAKLEY,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,B953532,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,B953532,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,B953532,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,B953532,3,WOODLAND,IADUCT,0.125,0.1,0.0125,3,2
A905488,B974222,0,NILESH,NILESH,1.0,0.4,0.4,0,0
A905488,B974222,1,MCKELVEY,MCKELVEY,1.0,0.3,0.3,1,1
A905488,B974222,2,DANIELS,AMANTE,0.2857142857142857,0.2,0.05714285714285714,2,3
A905488,B974222,3,WOODLAND,VIA,0.125,0.1,0.0125,3,2
A905547,A912900,0,DUANE,DUANE,1.0,0.3333333333333333,0.3333333333333333,0,0
A905547,A912900,1,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,A912900,2,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,A912900,3,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,A912900,4,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,4
A905547,A980501,0,DUANE,DUANE,1.0,0.3333333333333333,0.3333333333333333,0,0
A905547,A980501,1,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,A980501,2,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,A980501,3,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,A980501,4,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,4
A905547,B899193,0,DUANE,DUANE,1.0,0.3333333333333333,0.3333333333333333,0,0
A905547,B899193,1,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,B899193,2,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,B899193,3,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,B899193,4,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,4
A905547,B912472,0,DUANE,DUANE,1.0,0.3333333333333333,0.3333333333333333,0,0
A905547,B912472,1,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,B912472,2,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,B912472,3,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,B912472,4,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,4
A905547,B953726,0,DUANE,DUANE,1.0,0.4,0.4,0,0
A905547,B953726,1,VALENTINE,VALENTINE,1.0,0.3,0.3,1,1
A905547,B953726,2,ECOLVILLE,CORINTH,0.33333333333333337,0.2,0.06666666666666668,2,4
A905547,B953726,3,BAKERSFIELD,VIEW,0.18181818181818177,0.1,0.018181818181818177,3,3
A905547,B972318,0,DUANE,DUANE,1.0,0.3333333333333333,0.3333333333333333,0,0
A905547,B972318,1,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,B972318,2,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,B972318,3,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,B972318,4,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,4
A905547,B993489,0,VALENTINE,VALENTINE,1.0,0.26666666666666666,0.26666666666666666,1,1
A905547,B993489,1,CLUB,CLUB,1.0,0.2,0.2,2,2
A905547,B993489,2,VIEW,VIEW,1.0,0.13333333333333333,0.13333333333333333,3,3
A905547,B993489,3,CORINTH,CORINTH,1.0,0.06666666666666667,0.06666666666666667,4,5
A905547,B993489,4,DUANE,CRCLE,0.19999999999999996,0.3333333333333333,0.06666666666666665,0,4
A905562,A915843,0,CHRISTINA,CHRISTINA,1.0,0.4,0.4,0,0
A905562,A915843,1,ROJAS,ROJAS,1.0,0.3,0.3,1,1
A905562,A915843,2,CONLON,CONLON,1.0,0.2,0.2,2,2
A905562,A915843,3,COVINA,COVINA,1.0,0.1,0.1,3,3
A905562,A930198,0,CHRISTINA,CHRISTINA,1.0,0.4,0.4,0,0
A905562,A930198,1,ROJAS,ROJAS,1.0,0.3,0.3,1,1
A905562,A930198,2,COVINA,PINE,0.33333333333333337,0.1,0.03333333333333334,3,2
A905562,A930198,3,CONLON,FOREST,0.16666666666666663,0.2,0.033333333333333326,2,3
A905562,A989752,0,CHRISTINA,CHRISTINA,1.0,0.4,0.4,0,0
A905562,A989752,1,ROJAS,ROJAS,1.0,0.3,0.3,1,1
A905562,A989752,2,CONLON,FOX,0.16666666666666663,0.2,0.033333333333333326,2,2
A905562,A989752,3,COVINA,BRYANT,0.16666666666666663,0.1,0.016666666666666663,3,4
